seq_id,average,stddev
NC_018708,1.31927615646,0.198500651843
NC_019393,1.40604809875,0.203614253099
NC_013093,1.30880253289,0.230765207897
NC_015186,1.03291800745,0.170639109488
NC_015942,1.27571216605,0.140984639907
NC_012483,1.23741327295,0.145798138692
NC_018692,1.23501172793,0.144009163023
NC_011992,1.18418024104,0.0936039890235
NC_013416,0.585938308037,0.210551861764
NC_009633,1.22497623155,0.193192748548
NC_023061,1.08828016194,0.195349712798
NC_020453,1.26587316099,0.121766048921
NC_013740,1.18229741022,0.165291345855
NC_010400,1.09349372332,0.190170791112
NC_015064,1.25150584876,0.184923907513
NC_009922,1.2699375146,0.185263895712
NC_009925,1.26042788791,0.188179602145
NC_017803,1.28745640872,0.135418176542
NC_021716,1.25066759122,0.205299756463
NC_010278,1.3033798046,0.147240377937
NC_010655,1.24696940609,0.198414628425
NC_021733,1.18181316869,0.143412590326
NC_018632,1.22281029512,0.114426927523
NC_014259,1.21383873502,0.238971320918
NC_011312,1.18144022567,0.11770778891
NC_015518,1.20697009704,0.154009948036
NC_013124,1.2396148296,0.13898912942
NC_011761,1.23018451381,0.180984729066
NC_016077,1.1609598313,0.184069705222
NC_010939,1.27354449478,0.154006768335
NC_000854,1.16908746107,0.194412598342
NC_018013,1.19673938052,0.165092364158
NC_023028,1.27911395709,0.214380696487
NC_018011,1.30223322259,0.172039946205
NC_019942,1.25370931337,0.188792845952
NC_017111,1.26617359615,0.137108205531
NC_020520,1.27611959236,0.24498473536
NC_020547,1.46760929994,0.148480893441
NC_018679,1.16977918941,0.192108705837
NC_022657,1.30388259604,0.194035475408
NC_015850,1.24309071155,0.175769394545
NC_008340,1.20868782237,0.097577490672
NC_022521,1.23614360234,0.173568366726
NC_013926,1.23280915612,0.152528248728
NC_014378,1.26956558981,0.192725360003
NC_009085,1.00118128842,0.141827894697
NC_009655,1.26508687256,0.179502627155
NC_021290,1.27550795944,0.102856806358
NC_017093,1.35257336964,0.196252116116
NC_022567,1.26320525951,0.168174266276
NC_014374,1.23411460201,0.153964866895
NC_018706,0.873619034613,0.154369921653
NC_012913,1.29524201343,0.224871211374
NC_013851,1.23668937214,0.261591572976
NC_017964,1.23011810525,0.188232940906
NC_017846,1.17111655763,0.160922833058
NC_021191,1.32186879104,0.229572952651
NC_018691,1.24938369218,0.114230393559
NC_018690,1.19374315202,0.189985910116
NC_009348,1.24345913234,0.136789446891
NC_015138,1.22680606862,0.167159236258
NC_016513,0.587623303133,0.19682776725
NC_016894,1.21938642084,0.16881672402
NC_005966,1.24236324997,0.16477387276
NC_011595,0.855973445787,0.166099621313
NC_014910,1.15730060303,0.129015148099
NC_023045,1.24140939074,0.200911286683
NC_021991,1.19130871019,0.222301718522
NC_011138,1.09430291829,0.209749365656
NC_015424,1.22153203539,0.196320162662
NC_021285,1.10311098925,0.156800248118
NC_010163,1.25343881275,0.166532076488
NC_008260,1.34091946485,0.220700839959
NC_016603,1.2435380725,0.228147134326
NC_008782,1.22370109525,0.154453079951
NC_015554,1.25925542234,0.189871083771
NC_009053,1.0833197822,0.172275040247
NC_008578,1.26847536445,0.203498829848
NC_014640,1.29095654288,0.172446983307
NC_015278,1.25732282585,0.197344942723
NC_015422,1.11052025915,0.102169235375
NC_008752,1.18961456079,0.197463408441
NC_009484,1.03442511628,0.163188441586
