Identifier,Covered?,Coverage
s11402_COG0088,True,1
s16037_COG0088,True,2
s24110_COG0088,True,1
s17955_COG0088,True,2
s32383_COG0088,True,3
s22065_COG0088,True,3
s27658_COG0088,True,5
s4966_COG0088,True,5
s12592_COG0088,True,2
s11786_COG0088,True,6
s19215_COG0088,True,2
s35121_COG0088,True,1
s12134_COG0088,True,3
s1780_COG0088,True,2
s40511_COG0088,False,0
s33056_COG0088,True,2
s5917_COG0088,True,1
s13467_COG0088,True,2
s32153_COG0088,True,2
s32704_COG0088,False,0
s98_COG0088,False,0
s26716_COG0088,True,1
s10144_COG0088,True,1
s4741_COG0088,True,1
s39275_COG0088,True,1
s32283_COG0088,True,1
s26428_COG0088,True,2
s3545_COG0088,True,5
s13501_COG0088,True,2
s27596_COG0088,True,1
s40873_COG0088,False,0
s29751_COG0088,True,1
s8097_COG0088,True,1
s21491_COG0088,True,1
s28325_COG0088,True,2
s25453_COG0088,True,1
s40167_COG0088,True,2
s19_COG0088,True,2
s10518_COG0088,True,4
s20147_COG0088,True,2
s7862_COG0088,True,2
s66_COG0088,True,1
s19444_COG0088,True,2
s37042_COG0088,True,1
s31810_COG0088,True,5
s8252_COG0088,True,4
s1315_COG0088,True,3
s37405_COG0088,True,2
s19618_COG0088,True,4
s29679_COG0088,True,2
s12611_COG0088,True,2
s19268_COG0088,True,2
s9442_COG0088,True,2
s34006_COG0088,True,1
s27592_COG0088,True,1
s21014_COG0088,True,2
s15326_COG0088,True,1
s38995_COG0088,True,1
s9523_COG0088,True,1
s26945_COG0088,True,3
s3830_COG0088,True,1
s33789_COG0088,True,2
s16426_COG0088,True,2
s23603_COG0088,True,1
s27761_COG0088,False,0
s10399_COG0088,True,3
s16429_COG0088,True,2
s35601_COG0088,False,0
s39277_COG0088,True,2
s25459_COG0088,True,1
s9975_COG0088,True,6
s6991_COG0088,True,3
s21073_COG0088,True,2
s2916_COG0088,True,2
s5362_COG0088,True,2
s10138_COG0088,True,1
s21307_COG0088,True,3
s15947_COG0088,True,2
s24838_COG0088,True,3
s30597_COG0088,False,0
s17352_COG0088,True,2
s11042_COG0088,True,6
s725_COG0088,False,0
s3364_COG0088,True,5
s31413_COG0088,True,1
s35828_COG0088,True,1
s4633_COG0088,True,1
s21771_COG0088,True,2
s28473_COG0088,True,3
s11766_COG0088,True,6
s4842_COG0088,True,3
s21120_COG0088,True,2
s33126_COG0088,True,3
s39163_COG0088,True,1
s10132_COG0088,True,1
s986_COG0088,True,2
s2389_COG0088,True,3
s14167_COG0088,True,4
s12131_COG0088,True,1
s39777_COG0088,True,2
s39347_COG0088,True,2
s8029_COG0088,True,1
s5201_COG0088,True,4
s14885_COG0088,True,2
s14799_COG0088,True,3
s19246_COG0088,True,2
s25853_COG0088,True,2
s31178_COG0088,True,3
s7053_COG0088,False,0
s34897_COG0088,True,1
s12929_COG0088,True,1
s39538_COG0088,True,4
s36352_COG0088,True,1
s14296_COG0088,False,0
s26845_COG0088,True,2
s2458_COG0088,True,5
s18803_COG0088,True,2
s18119_COG0088,False,0
s26709_COG0088,True,2
s27969_COG0088,True,3
s26702_COG0088,True,3
s37662_COG0088,False,0
s4195_COG0088,True,2
s22905_COG0088,True,1
s21734_COG0088,True,2
s24417_COG0088,True,4
s33450_COG0088,True,4
s23397_COG0088,True,3
s24629_COG0088,False,0
s4845_COG0088,True,1
s12674_COG0088,True,1
s5127_COG0088,True,3
s417_COG0088,True,5
s35034_COG0088,True,1
s11463_COG0088,True,1
s33920_COG0088,True,4
s32488_COG0088,True,1
s2245_COG0088,True,2
s26669_COG0088,False,0
s13451_COG0088,True,2
s37745_COG0088,True,1
s27896_COG0088,True,2
s10834_COG0088,True,3
s18951_COG0088,True,2
s21809_COG0088,True,2
s17270_COG0088,True,1
s17096_COG0088,True,2
s840_COG0088,True,1
s8027_COG0088,True,1
s5268_COG0088,True,2
s29794_COG0088,False,0
s15909_COG0088,True,2
s9130_COG0088,True,2
s11393_COG0088,True,1
s32103_COG0088,True,2
s7870_COG0088,True,1
s26890_COG0088,True,3
s27433_COG0088,True,1
s31245_COG0088,True,1
s24180_COG0088,True,1
s887_COG0088,True,2
s20486_COG0088,True,2
s7690_COG0088,True,1
s32590_COG0088,True,3
s34646_COG0088,True,1
s9916_COG0088,True,1
s21182_COG0088,True,2
s11412_COG0088,True,1
s21397_COG0088,True,3
s21849_COG0088,True,2
s33964_COG0088,True,1
s29469_COG0088,True,1
s6345_COG0088,True,2
s35966_COG0088,True,2
s7750_COG0088,True,2
s27496_COG0088,False,0
s35724_COG0088,True,2
s14444_COG0088,True,2
s22384_COG0088,True,3
s28057_COG0088,True,1
s27849_COG0088,True,1
s23301_COG0088,False,0
s27637_COG0088,True,6
s19245_COG0088,True,2
s4386_COG0088,True,2
s1810_COG0088,False,0
s4820_COG0088,True,1
s10098_COG0088,True,1
s17640_COG0088,True,2
s22628_COG0088,True,2
s2912_COG0088,True,2
s31153_COG0088,True,1
s29687_COG0088,True,2
s34900_COG0088,True,1
s10503_COG0088,True,4
s28144_COG0088,True,3
s35186_COG0088,True,3
s20909_COG0088,True,1
s32773_COG0088,True,3
s448_COG0088,True,1
s40411_COG0088,True,2
s40613_COG0088,True,4
s18967_COG0088,True,2
s3181_COG0088,True,1
s27036_COG0088,True,3
s128_COG0088,True,2
s23935_COG0088,True,2
s12808_COG0088,True,2
s40139_COG0088,True,2
