Identifier,Covered?,Coverage
s5674_COG0088,True,2
s18560_COG0088,True,2
s8016_COG0088,False,0
s22065_COG0088,True,2
s27658_COG0088,True,3
s1365_COG0088,True,2
s37405_COG0088,True,1
s747_COG0088,False,0
s25911_COG0088,True,1
s35168_COG0088,True,1
s40069_COG0088,False,0
s19599_COG0088,True,1
s25012_COG0088,False,0
s947_COG0088,True,2
s1444_COG0088,True,2
s14225_COG0088,True,2
s6629_COG0088,True,2
s13501_COG0088,True,2
s27596_COG0088,False,0
s40873_COG0088,False,0
s29751_COG0088,False,0
s5044_COG0088,False,0
s35719_COG0088,True,1
s24367_COG0088,True,4
s17270_COG0088,True,1
s12861_COG0088,True,2
s14021_COG0088,True,2
s39051_COG0088,False,0
s26346_COG0088,False,0
s17372_COG0088,True,1
s19_COG0088,True,2
s31915_COG0088,True,2
s13730_COG0088,False,0
s28635_COG0088,True,2
s7519_COG0088,True,2
s19444_COG0088,True,1
s14101_COG0088,True,2
s21226_COG0088,True,2
s6378_COG0088,True,1
s5264_COG0088,True,2
s28375_COG0088,True,1
s26619_COG0088,True,2
s9225_COG0088,False,0
s2812_COG0088,True,2
s29458_COG0088,True,3
s20467_COG0088,True,1
s15058_COG0088,True,2
s30729_COG0088,True,2
s32353_COG0088,True,2
s21014_COG0088,True,2
s716_COG0088,True,2
s38661_COG0088,True,5
s13915_COG0088,True,2
s39394_COG0088,True,4
s38314_COG0088,False,0
s33789_COG0088,True,3
s9236_COG0088,True,1
s23603_COG0088,True,2
s12960_COG0088,True,1
s9583_COG0088,True,2
s9470_COG0088,False,0
s11065_COG0088,True,2
s18911_COG0088,True,1
s14352_COG0088,True,2
s37631_COG0088,True,2
s8595_COG0088,False,0
s8747_COG0088,False,0
s35229_COG0088,True,3
s29017_COG0088,True,2
s19121_COG0088,True,1
s39277_COG0088,True,2
s25459_COG0088,True,2
s17759_COG0088,True,1
s20105_COG0088,True,1
s16572_COG0088,True,2
s19809_COG0088,True,2
s14457_COG0088,True,2
s17346_COG0088,True,1
s13071_COG0088,True,1
s36585_COG0088,True,2
s7350_COG0088,False,0
s21921_COG0088,True,2
s8908_COG0088,True,2
s10260_COG0088,True,5
s13245_COG0088,True,1
s26905_COG0088,True,1
s3364_COG0088,True,2
s14418_COG0088,True,2
s20692_COG0088,True,2
s18654_COG0088,True,1
s38442_COG0088,True,4
s504_COG0088,True,2
s10825_COG0088,True,1
s33126_COG0088,True,2
s10187_COG0088,False,0
s12613_COG0088,True,1
s13407_COG0088,True,2
s5433_COG0088,False,0
s39777_COG0088,True,1
s3907_COG0088,False,0
s5201_COG0088,True,2
s20929_COG0088,True,1
s35442_COG0088,False,0
s3464_COG0088,True,1
s28223_COG0088,True,1
s16811_COG0088,True,2
s11561_COG0088,True,4
s25054_COG0088,True,2
s7066_COG0088,True,2
s34897_COG0088,True,2
s21836_COG0088,True,2
s12929_COG0088,True,1
s36352_COG0088,True,2
s26845_COG0088,True,1
s841_COG0088,False,0
s11268_COG0088,True,3
s28486_COG0088,True,2
