Identifier,Covered?,Coverage
s24110_COG0088,True,2
s32383_COG0088,True,4
s34458_COG0088,True,6
s37094_COG0088,True,3
s1365_COG0088,True,3
s25612_COG0088,True,4
s11786_COG0088,True,5
s35121_COG0088,True,2
s26963_COG0088,True,5
s30853_COG0088,True,3
s22980_COG0088,True,1
s13571_COG0088,True,5
s9759_COG0088,True,3
s19599_COG0088,True,6
s8901_COG0088,True,1
s947_COG0088,True,5
s24575_COG0088,True,5
s32704_COG0088,True,1
s26716_COG0088,True,2
s5339_COG0088,True,4
s29689_COG0088,True,5
s13501_COG0088,True,6
s36852_COG0088,True,2
s31838_COG0088,True,1
s32083_COG0088,True,3
s7141_COG0088,True,2
s10518_COG0088,True,5
s39932_COG0088,True,4
s15250_COG0088,True,4
s31915_COG0088,True,3
s23625_COG0088,True,3
s35800_COG0088,True,3
s3218_COG0088,True,6
s11262_COG0088,True,2
s38377_COG0088,True,2
s29206_COG0088,True,1
s37547_COG0088,True,1
s10467_COG0088,True,3
s29458_COG0088,True,6
s27307_COG0088,True,3
s26406_COG0088,True,2
s5685_COG0088,True,4
s23348_COG0088,True,2
s7011_COG0088,False,0
s38865_COG0088,True,2
s2993_COG0088,True,5
s747_COG0088,True,5
s33225_COG0088,True,2
s24102_COG0088,True,2
s32139_COG0088,True,1
s15602_COG0088,True,6
s24781_COG0088,True,1
s26945_COG0088,True,3
s8906_COG0088,True,2
s39080_COG0088,True,2
s40073_COG0088,True,3
s11434_COG0088,True,6
s31677_COG0088,True,2
s14416_COG0088,True,3
s10200_COG0088,False,0
s33087_COG0088,True,2
s27836_COG0088,True,3
s6718_COG0088,True,6
s8747_COG0088,True,2
s28180_COG0088,True,1
s35229_COG0088,True,1
s3444_COG0088,True,6
s27097_COG0088,True,1
s6991_COG0088,True,3
s35876_COG0088,True,4
s19809_COG0088,True,3
s36414_COG0088,True,2
s6746_COG0088,True,6
s14457_COG0088,True,4
s39615_COG0088,True,2
s32720_COG0088,True,6
s6359_COG0088,True,7
s10260_COG0088,True,6
s27747_COG0088,False,0
s1890_COG0088,True,3
s26905_COG0088,True,4
s17932_COG0088,True,6
s30775_COG0088,True,6
s4633_COG0088,True,2
s38442_COG0088,True,2
s11179_COG0088,True,5
s622_COG0088,True,4
s21120_COG0088,True,4
s16805_COG0088,True,6
s131_COG0088,True,6
s35365_COG0088,True,3
s851_COG0088,True,6
s34859_COG0088,True,1
s13407_COG0088,True,6
s12881_COG0088,True,1
s37465_COG0088,True,3
s3907_COG0088,True,4
s13826_COG0088,True,3
s14885_COG0088,True,2
s40569_COG0088,True,3
s16811_COG0088,True,7
s28150_COG0088,True,3
s12860_COG0088,True,6
s39071_COG0088,True,2
s8792_COG0088,True,2
s39157_COG0088,True,3
s7066_COG0088,True,4
s39933_COG0088,True,3
s27786_COG0088,True,3
s37525_COG0088,True,3
s630_COG0088,True,4
