Identifier,Covered?,Coverage
s18560_COG0088,True,2
s16037_COG0088,True,3
s24110_COG0088,True,2
s15582_COG0088,True,3
s13822_COG0088,True,3
s26292_COG0088,False,0
s12134_COG0088,True,4
s22980_COG0088,True,1
s9041_COG0088,False,0
s14254_COG0088,True,3
s9759_COG0088,True,4
s25879_COG0088,True,2
s36022_COG0088,True,1
s4050_COG0088,True,3
s17185_COG0088,True,3
s40873_COG0088,True,1
s8097_COG0088,True,1
s35719_COG0088,True,3
s758_COG0088,True,4
s16032_COG0088,True,3
s25205_COG0088,True,2
s26346_COG0088,False,0
s4214_COG0088,True,1
s18798_COG0088,True,3
s38715_COG0088,True,2
s9288_COG0088,True,4
s14101_COG0088,True,3
s21226_COG0088,True,4
s5596_COG0088,True,4
s31878_COG0088,True,1
s25311_COG0088,True,1
s19618_COG0088,True,4
s27685_COG0088,True,4
s15058_COG0088,True,4
s7011_COG0088,False,0
s21054_COG0088,True,3
s33987_COG0088,True,1
s33225_COG0088,True,2
s39394_COG0088,True,3
s16420_COG0088,True,3
s8906_COG0088,True,3
s9236_COG0088,True,3
s38763_COG0088,True,3
s27761_COG0088,False,0
s11065_COG0088,True,2
s20980_COG0088,True,3
s9611_COG0088,False,0
s25582_COG0088,True,3
s37631_COG0088,True,3
s10200_COG0088,False,0
s5348_COG0088,True,2
s8595_COG0088,False,0
s30000_COG0088,True,3
s25459_COG0088,True,2
s30041_COG0088,True,2
s2180_COG0088,True,4
s2469_COG0088,True,2
s1660_COG0088,True,5
s11144_COG0088,True,3
s39615_COG0088,True,1
s28801_COG0088,True,2
s7350_COG0088,True,1
s12235_COG0088,True,5
s190_COG0088,True,4
s40559_COG0088,True,6
s22034_COG0088,True,4
s28715_COG0088,True,3
s23246_COG0088,True,3
s1212_COG0088,True,5
s28473_COG0088,True,2
s38442_COG0088,True,3
s34098_COG0088,True,2
s622_COG0088,True,2
s21120_COG0088,True,3
s33126_COG0088,True,6
s19599_COG0088,True,3
s21576_COG0088,True,4
s22347_COG0088,True,4
s14492_COG0088,True,3
s39347_COG0088,True,6
s35391_COG0088,True,6
s35346_COG0088,True,1
s14885_COG0088,True,1
s30510_COG0088,True,3
s29313_COG0088,True,3
s30576_COG0088,True,2
s39443_COG0088,True,1
s32185_COG0088,True,2
s36358_COG0088,True,4
s31084_COG0088,True,1
s31178_COG0088,True,4
s13137_COG0088,True,3
s36026_COG0088,False,0
s34897_COG0088,True,1
s33669_COG0088,True,3
s20977_COG0088,True,1
s19018_COG0088,True,3
s8680_COG0088,True,3
s4551_COG0088,True,1
s26845_COG0088,True,3
s2458_COG0088,True,2
s10855_COG0088,True,2
s841_COG0088,True,1
s10095_COG0088,True,3
s37662_COG0088,False,0
s1306_COG0088,True,4
s39730_COG0088,False,0
s10674_COG0088,True,4
s27033_COG0088,True,3
s35813_COG0088,True,4
s2347_COG0088,True,3
s13440_COG0088,True,4
s6249_COG0088,True,4
s24629_COG0088,True,1
s17187_COG0088,True,3
s18543_COG0088,True,2
s3545_COG0088,True,3
s16377_COG0088,True,3
s14027_COG0088,True,3
s22955_COG0088,True,2
s5127_COG0088,True,2
s4223_COG0088,True,1
s27526_COG0088,False,0
s33920_COG0088,True,5
s19257_COG0088,True,3
s25391_COG0088,True,1
s35763_COG0088,True,1
s37745_COG0088,True,2
s13438_COG0088,True,4
s9536_COG0088,True,2
s25242_COG0088,False,0
s27014_COG0088,True,2
s21809_COG0088,True,4
s13109_COG0088,True,3
s4183_COG0088,True,5
s35495_COG0088,True,1
s9809_COG0088,True,1
s27869_COG0088,True,1
s10272_COG0088,True,4
s34084_COG0088,True,2
s1533_COG0088,True,4
s19175_COG0088,True,4
s28747_COG0088,True,4
s26817_COG0088,True,1
s33189_COG0088,True,3
s14494_COG0088,True,3
s12453_COG0088,True,2
s15909_COG0088,True,3
s11282_COG0088,True,2
s32103_COG0088,True,1
s9698_COG0088,True,2
s12984_COG0088,True,6
s1350_COG0088,True,2
s26338_COG0088,True,3
