Identifier,Covered?,Coverage
s24110_COG0088,True,2
s32383_COG0088,True,2
s34458_COG0088,True,3
s37094_COG0088,True,4
s1365_COG0088,True,3
s25612_COG0088,True,4
s11786_COG0088,True,4
s35121_COG0088,True,4
s26963_COG0088,True,3
s30853_COG0088,True,3
s22980_COG0088,True,3
s13571_COG0088,True,4
s9759_COG0088,True,2
s19599_COG0088,True,4
s8901_COG0088,True,4
s947_COG0088,True,3
s24575_COG0088,True,3
s32704_COG0088,True,3
s26716_COG0088,True,4
s5339_COG0088,True,4
s29689_COG0088,True,3
s13501_COG0088,True,4
s36852_COG0088,True,2
s31838_COG0088,True,4
s32083_COG0088,True,4
s7141_COG0088,True,4
s10518_COG0088,True,3
s39932_COG0088,True,4
s15250_COG0088,True,4
s31915_COG0088,True,4
s23625_COG0088,True,4
s35800_COG0088,True,4
s3218_COG0088,True,4
s11262_COG0088,True,4
s38377_COG0088,True,3
s29206_COG0088,True,4
s37547_COG0088,True,4
s10467_COG0088,True,4
s29458_COG0088,True,3
s27307_COG0088,True,3
s26406_COG0088,True,4
s5685_COG0088,True,2
s23348_COG0088,True,3
s7011_COG0088,True,2
s38865_COG0088,True,3
s2993_COG0088,True,3
s747_COG0088,True,3
s33225_COG0088,True,4
s24102_COG0088,True,2
s32139_COG0088,True,3
s15602_COG0088,True,4
s24781_COG0088,True,3
s26945_COG0088,True,3
s8906_COG0088,True,3
s39080_COG0088,True,4
s40073_COG0088,True,4
s11434_COG0088,True,4
s31677_COG0088,True,4
s14416_COG0088,True,4
s10200_COG0088,True,4
s33087_COG0088,True,3
s27836_COG0088,True,1
s6718_COG0088,True,4
s8747_COG0088,True,4
s28180_COG0088,True,4
s35229_COG0088,True,3
s3444_COG0088,True,4
s27097_COG0088,True,2
s6991_COG0088,True,4
s35876_COG0088,True,4
s19809_COG0088,True,4
s36414_COG0088,True,4
s6746_COG0088,True,4
s14457_COG0088,True,4
s39615_COG0088,True,2
s32720_COG0088,True,4
s6359_COG0088,True,3
s10260_COG0088,True,3
s27747_COG0088,True,4
s1890_COG0088,True,2
s26905_COG0088,True,3
s17932_COG0088,True,4
s30775_COG0088,True,4
s4633_COG0088,True,3
s38442_COG0088,True,3
s11179_COG0088,True,4
s622_COG0088,True,4
s21120_COG0088,True,4
s16805_COG0088,True,3
s131_COG0088,True,4
s35365_COG0088,True,4
s851_COG0088,True,3
s34859_COG0088,True,2
s13407_COG0088,True,4
s12881_COG0088,True,4
s37465_COG0088,True,4
s3907_COG0088,True,4
s13826_COG0088,True,3
s14885_COG0088,True,2
s40569_COG0088,True,3
s16811_COG0088,True,3
s28150_COG0088,True,4
s12860_COG0088,True,4
s39071_COG0088,True,3
s8792_COG0088,True,2
s39157_COG0088,True,4
s7066_COG0088,True,4
s39933_COG0088,True,3
s27786_COG0088,True,3
s37525_COG0088,True,3
s630_COG0088,True,4
s29338_COG0088,True,3
s30342_COG0088,True,2
s22905_COG0088,True,4
s30302_COG0088,True,3
s26474_COG0088,True,4
s21734_COG0088,True,4
s27033_COG0088,True,4
s35813_COG0088,True,4
s37331_COG0088,True,3
s28058_COG0088,True,4
s13113_COG0088,True,1
s25393_COG0088,True,3
s20314_COG0088,True,4
s33239_COG0088,True,3
s1174_COG0088,True,2
s10142_COG0088,True,2
s25452_COG0088,True,4
s23691_COG0088,True,3
s8124_COG0088,True,3
s5186_COG0088,True,4
s2245_COG0088,True,3
s11311_COG0088,True,4
s14747_COG0088,True,4
s6837_COG0088,True,4
s35763_COG0088,True,4
s13805_COG0088,True,3
s30651_COG0088,True,4
s28678_COG0088,True,4
s868_COG0088,True,3
s36221_COG0088,True,4
s25652_COG0088,True,4
s40262_COG0088,True,3
s23869_COG0088,True,1
s18951_COG0088,True,4
s2057_COG0088,True,2
s34185_COG0088,True,3
s24551_COG0088,True,4
s27869_COG0088,True,3
s39317_COG0088,True,4
s840_COG0088,True,4
s25534_COG0088,True,4
s23193_COG0088,True,3
s2871_COG0088,True,3
s12453_COG0088,True,4
s34638_COG0088,True,3
s15909_COG0088,True,4
s28686_COG0088,True,3
