Identifier,Covered?,Coverage
s4641_COG0088,True,3
s37033_COG0088,True,1
s23557_COG0088,True,2
s25723_COG0088,True,4
s25612_COG0088,True,1
s12418_COG0088,True,3
s37405_COG0088,True,1
s25151_COG0088,True,4
s12134_COG0088,True,2
s9041_COG0088,False,0
s5917_COG0088,True,2
s8351_COG0088,True,1
s1444_COG0088,True,4
s26108_COG0088,True,1
s13113_COG0088,True,4
s13501_COG0088,True,4
s36811_COG0088,True,4
s38668_COG0088,True,4
s758_COG0088,True,4
s16032_COG0088,True,3
s37658_COG0088,True,2
s28325_COG0088,True,3
s6668_COG0088,True,4
s9873_COG0088,True,4
s20462_COG0088,True,3
s11562_COG0088,True,3
s5648_COG0088,True,3
s6762_COG0088,True,4
s1315_COG0088,True,5
s11786_COG0088,True,3
s19618_COG0088,True,3
s38657_COG0088,True,1
s34816_COG0088,True,2
s5661_COG0088,True,5
s29458_COG0088,True,2
s27961_COG0088,True,2
s4479_COG0088,True,2
s10346_COG0088,True,2
s31498_COG0088,True,1
s39873_COG0088,True,3
s34006_COG0088,True,1
s15602_COG0088,True,3
s13915_COG0088,True,1
s39394_COG0088,True,3
s16577_COG0088,True,2
s8906_COG0088,True,4
s9236_COG0088,True,1
s38763_COG0088,True,1
s27483_COG0088,True,1
s31872_COG0088,True,1
s30756_COG0088,True,1
s30111_COG0088,True,2
s18911_COG0088,True,3
s14416_COG0088,True,2
s37864_COG0088,True,6
s122_COG0088,True,4
s10200_COG0088,False,0
s10812_COG0088,True,1
s8077_COG0088,True,3
s16456_COG0088,True,4
s39277_COG0088,True,2
s30041_COG0088,True,1
s6991_COG0088,True,2
s35876_COG0088,True,1
s1660_COG0088,True,2
s3237_COG0088,True,3
s40442_COG0088,True,1
s15947_COG0088,True,3
s24838_COG0088,True,4
s30597_COG0088,True,1
s32720_COG0088,True,4
s32349_COG0088,True,1
s10260_COG0088,True,3
s13929_COG0088,True,4
s34274_COG0088,True,2
s24492_COG0088,True,3
s707_COG0088,True,5
s13327_COG0088,True,5
s17932_COG0088,True,3
s26559_COG0088,True,2
s38442_COG0088,True,3
s34098_COG0088,True,2
s622_COG0088,True,2
s17233_COG0088,True,3
s15294_COG0088,False,0
s39163_COG0088,True,4
s39182_COG0088,True,2
s4090_COG0088,True,4
s9410_COG0088,True,4
s40615_COG0088,False,0
s5433_COG0088,True,3
