Identifier,Covered?,Coverage
s4641_COG0088,True,4
s37033_COG0088,True,3
s23557_COG0088,True,3
s25723_COG0088,True,4
s25612_COG0088,True,3
s12418_COG0088,True,2
s37405_COG0088,True,4
s25151_COG0088,True,2
s12134_COG0088,True,4
s9041_COG0088,True,4
s5917_COG0088,True,5
s8351_COG0088,True,3
s1444_COG0088,True,5
s26108_COG0088,True,3
s13113_COG0088,True,2
s13501_COG0088,True,5
s36811_COG0088,True,3
s38668_COG0088,True,3
s758_COG0088,True,5
s16032_COG0088,True,4
s37658_COG0088,True,2
s28325_COG0088,True,5
s6668_COG0088,True,3
s9873_COG0088,True,3
s20462_COG0088,True,4
s11562_COG0088,True,2
s5648_COG0088,True,3
s6762_COG0088,True,1
s1315_COG0088,True,2
s11786_COG0088,True,2
s19618_COG0088,True,3
s38657_COG0088,True,2
s34816_COG0088,True,4
s5661_COG0088,True,4
s29458_COG0088,True,3
s27961_COG0088,True,3
s4479_COG0088,True,2
s10346_COG0088,True,3
s31498_COG0088,True,3
s39873_COG0088,True,4
s34006_COG0088,True,1
s15602_COG0088,True,4
s13915_COG0088,True,1
s39394_COG0088,True,2
s16577_COG0088,True,4
s8906_COG0088,True,3
s9236_COG0088,True,4
s38763_COG0088,True,2
s27483_COG0088,True,4
s31872_COG0088,True,4
s30756_COG0088,True,2
s30111_COG0088,True,4
s18911_COG0088,True,4
s14416_COG0088,True,4
s37864_COG0088,True,3
s122_COG0088,True,5
s10200_COG0088,True,3
s10812_COG0088,True,3
s8077_COG0088,True,3
s16456_COG0088,True,2
s39277_COG0088,True,4
s30041_COG0088,True,5
s6991_COG0088,True,4
s35876_COG0088,True,3
s1660_COG0088,True,3
s3237_COG0088,True,3
s40442_COG0088,True,3
s15947_COG0088,True,4
s24838_COG0088,True,3
s30597_COG0088,True,5
s32720_COG0088,True,5
s32349_COG0088,True,3
s10260_COG0088,True,3
s13929_COG0088,True,3
s34274_COG0088,True,3
s24492_COG0088,True,3
s707_COG0088,True,4
s13327_COG0088,True,4
s17932_COG0088,True,4
s26559_COG0088,True,5
s38442_COG0088,True,3
s34098_COG0088,True,3
s622_COG0088,True,3
s17233_COG0088,True,4
s15294_COG0088,True,4
s39163_COG0088,True,4
s39182_COG0088,True,2
s4090_COG0088,True,5
s9410_COG0088,True,2
s40615_COG0088,True,4
s5433_COG0088,True,3
s12881_COG0088,True,2
s36874_COG0088,True,3
s6996_COG0088,True,4
s31395_COG0088,True,3
s38353_COG0088,True,3
s33567_COG0088,True,2
s14050_COG0088,True,3
s38929_COG0088,True,4
s36358_COG0088,True,5
s31084_COG0088,True,4
s38931_COG0088,True,5
s27121_COG0088,True,4
s4301_COG0088,True,5
s21836_COG0088,True,5
s34464_COG0088,True,3
s31283_COG0088,True,2
s2426_COG0088,True,3
s17708_COG0088,True,4
s38069_COG0088,True,4
s15575_COG0088,True,4
s34468_COG0088,True,3
s5373_COG0088,False,0
s21734_COG0088,True,5
s31204_COG0088,True,3
s19745_COG0088,True,4
s23831_COG0088,True,5
s18153_COG0088,True,4
s37862_COG0088,True,4
s26673_COG0088,True,5
s5127_COG0088,True,2
s4223_COG0088,True,1
s35034_COG0088,True,3
s25452_COG0088,True,5
s11463_COG0088,True,1
s12043_COG0088,True,3
s13107_COG0088,True,2
s4452_COG0088,True,2
s40899_COG0088,True,5
s6201_COG0088,True,5
s35763_COG0088,True,2
s868_COG0088,True,3
s17193_COG0088,True,4
s25242_COG0088,True,2
s27810_COG0088,True,4
s12682_COG0088,True,5
s7579_COG0088,True,2
s26263_COG0088,True,3
s6128_COG0088,True,5
s1533_COG0088,True,5
s7710_COG0088,True,3
s13093_COG0088,True,5
s10468_COG0088,True,3
s12453_COG0088,True,5
s9098_COG0088,True,1
s34638_COG0088,True,4
s705_COG0088,True,4
s11282_COG0088,True,5
s12984_COG0088,True,3
s14982_COG0088,True,3
s26338_COG0088,True,2
s31713_COG0088,True,3
s36316_COG0088,True,2
s20486_COG0088,True,4
s28683_COG0088,True,3
s37119_COG0088,True,4
s14021_COG0088,True,3
s7690_COG0088,True,2
s9550_COG0088,True,5
s25260_COG0088,True,4
s11412_COG0088,True,5
s20911_COG0088,True,1
s6345_COG0088,True,5
s19145_COG0088,True,3
s37924_COG0088,True,3
s18402_COG0088,True,4
s36767_COG0088,True,4
s23923_COG0088,True,2
s11572_COG0088,True,2
s28610_COG0088,True,5
s22384_COG0088,True,4
s27571_COG0088,True,2
s28057_COG0088,True,4
s30535_COG0088,True,5
s6925_COG0088,True,3
s27637_COG0088,True,4
s24141_COG0088,True,1
s1810_COG0088,True,2
s30174_COG0088,True,5
s20390_COG0088,True,4
s17640_COG0088,True,4
s9936_COG0088,True,1
s28083_COG0088,True,5
s16997_COG0088,True,4
s29066_COG0088,True,3
s7626_COG0088,True,3
s11708_COG0088,True,2
s22628_COG0088,True,5
s19078_COG0088,True,4
s29733_COG0088,True,4
s23684_COG0088,True,3
s30275_COG0088,True,5
s36056_COG0088,True,5
s23694_COG0088,True,3
s28061_COG0088,True,3
s28144_COG0088,True,3
s17004_COG0088,True,4
s8483_COG0088,True,5
s30409_COG0088,True,4
s30958_COG0088,True,5
s5711_COG0088,True,5
s40411_COG0088,True,4
s14399_COG0088,True,4
s39620_COG0088,True,5
s27036_COG0088,True,3
s27669_COG0088,True,4
s128_COG0088,True,5
s19230_COG0088,True,4
s10960_COG0088,True,3
s14995_COG0088,True,2
s32513_COG0088,True,4
s25135_COG0088,True,4
s21781_COG0088,True,5
s5510_COG0088,True,4
s10559_COG0088,True,5
s32616_COG0088,True,4
s37213_COG0088,True,2
s18416_COG0088,True,4
s30721_COG0088,True,4
s35696_COG0088,True,2
s27187_COG0088,True,3
s26298_COG0088,True,3
s28288_COG0088,True,5
s26800_COG0088,True,3
s11489_COG0088,True,4
s25863_COG0088,True,4
s30225_COG0088,True,4
s12304_COG0088,True,3
s3230_COG0088,True,4
s10000_COG0088,True,5
s20941_COG0088,True,5
s15886_COG0088,True,4
s29413_COG0088,True,2
s27060_COG0088,True,1
s3979_COG0088,True,1
s28346_COG0088,True,3
s5272_COG0088,True,4
s17093_COG0088,True,4
s33259_COG0088,True,2
s23247_COG0088,True,5
s22093_COG0088,True,4
s40046_COG0088,True,3
s19389_COG0088,True,4
s556_COG0088,True,3
s22396_COG0088,True,4
s11974_COG0088,True,2
s836_COG0088,True,5
s19858_COG0088,True,4
s35222_COG0088,True,4
s5282_COG0088,True,3
s35144_COG0088,True,4
s35596_COG0088,True,4
s28957_COG0088,True,3
s6468_COG0088,True,3
s14793_COG0088,True,3
s19903_COG0088,True,4
s2966_COG0088,True,3
s5407_COG0088,True,4
s3370_COG0088,True,4
s21937_COG0088,True,5
s35051_COG0088,True,3
s22824_COG0088,True,4
s38359_COG0088,True,3
s16325_COG0088,True,4
s23905_COG0088,True,3
s29443_COG0088,True,2
s28272_COG0088,True,4
s30790_COG0088,True,5
s3926_COG0088,True,3
s32650_COG0088,True,4
s35181_COG0088,True,2
s22575_COG0088,True,2
s3092_COG0088,True,2
s1552_COG0088,True,5
s23568_COG0088,True,5
s31886_COG0088,True,2
s10820_COG0088,True,4
s14687_COG0088,True,5
s26501_COG0088,True,2
s28225_COG0088,True,3
s31633_COG0088,True,4
s13971_COG0088,True,3
s1799_COG0088,True,4
s32363_COG0088,True,3
s11266_COG0088,True,5
s27730_COG0088,True,2
s441_COG0088,True,2
s3759_COG0088,True,1
s40783_COG0088,True,3
s28482_COG0088,True,4
s38785_COG0088,True,2
s15712_COG0088,True,4
s14534_COG0088,True,2
s4160_COG0088,True,5
s13948_COG0088,True,3
s19666_COG0088,True,4
s942_COG0088,True,5
s7928_COG0088,True,2
s39344_COG0088,True,3
s23515_COG0088,True,3
s10690_COG0088,True,5
s40062_COG0088,True,4
s25775_COG0088,False,0
s16165_COG0088,True,3
s34998_COG0088,True,3
s16076_COG0088,True,1
s20102_COG0088,True,4
s5361_COG0088,False,0
s4287_COG0088,True,5
s20470_COG0088,True,4
s1036_COG0088,True,3
s16739_COG0088,True,3
s16428_COG0088,True,2
s8239_COG0088,True,3
s17709_COG0088,True,4
s2028_COG0088,True,1
s20016_COG0088,True,4
s15425_COG0088,True,4
s37197_COG0088,True,5
s25552_COG0088,True,3
s27830_COG0088,True,2
s3425_COG0088,True,4
s24937_COG0088,True,4
s18734_COG0088,True,4
s23405_COG0088,True,3
s33936_COG0088,True,2
s1809_COG0088,True,2
s29227_COG0088,True,3
s27210_COG0088,True,3
s20831_COG0088,True,4
s40541_COG0088,True,3
s33403_COG0088,True,3
s19338_COG0088,True,4
s39080_COG0088,True,2
s7309_COG0088,True,2
s13634_COG0088,True,2
s35187_COG0088,True,4
s4934_COG0088,True,4
s25050_COG0088,True,3
s22654_COG0088,True,4
s20578_COG0088,True,4
s36328_COG0088,True,3
s18543_COG0088,True,5
s16377_COG0088,True,2
s886_COG0088,True,3
s26034_COG0088,True,3
s6109_COG0088,True,5
s21986_COG0088,True,5
s39764_COG0088,True,4
s11994_COG0088,True,2
s17946_COG0088,True,4
s23999_COG0088,True,3
s32186_COG0088,True,3
s9823_COG0088,True,2
s39767_COG0088,True,4
s4240_COG0088,True,5
s19606_COG0088,True,4
s26022_COG0088,True,3
s10769_COG0088,True,3
s17340_COG0088,True,4
s23935_COG0088,True,2
s23954_COG0088,True,4
s26572_COG0088,True,4
s20197_COG0088,True,4
s37878_COG0088,True,2
s27106_COG0088,True,4
s36147_COG0088,True,3
s20354_COG0088,True,4
s39133_COG0088,True,2
s13515_COG0088,True,3
s24382_COG0088,True,1
s5344_COG0088,True,4
s24919_COG0088,True,4
s15803_COG0088,True,4
s29566_COG0088,True,4
s14674_COG0088,True,2
s17697_COG0088,True,4
s13482_COG0088,True,5
s7703_COG0088,True,4
s26061_COG0088,True,4
s38880_COG0088,True,3
s15780_COG0088,True,4
s36942_COG0088,True,3
s15265_COG0088,True,2
s18031_COG0088,True,4
s22053_COG0088,True,4
s13860_COG0088,True,3
s17517_COG0088,True,3
s9382_COG0088,True,3
s7210_COG0088,True,4
s24654_COG0088,True,2
s11271_COG0088,True,5
s38366_COG0088,True,3
s15827_COG0088,True,4
s26751_COG0088,True,4
s36119_COG0088,True,4
s24476_COG0088,True,4
s17511_COG0088,True,3
s18873_COG0088,True,4
s11000_COG0088,True,3
s8076_COG0088,True,3
s10213_COG0088,True,3
s34138_COG0088,True,3
s3378_COG0088,True,4
s4817_COG0088,True,3
s36651_COG0088,True,3
s18577_COG0088,True,5
s16844_COG0088,True,2
s4379_COG0088,True,5
s9121_COG0088,True,4
s37665_COG0088,True,2
s12351_COG0088,True,3
s26732_COG0088,True,1
s5509_COG0088,True,3
s40252_COG0088,True,2
s38704_COG0088,True,4
s16606_COG0088,True,4
s36677_COG0088,True,2
s35612_COG0088,True,5
s14870_COG0088,True,3
s2754_COG0088,True,3
s21872_COG0088,True,5
s5623_COG0088,True,4
s16096_COG0088,True,5
s738_COG0088,True,2
s21064_COG0088,True,3
s18192_COG0088,True,4
