Identifier,Covered?,Coverage
s22822_COG0088,True,2
s8016_COG0088,False,0
s26292_COG0088,True,1
s28426_COG0088,True,1
s31741_COG0088,True,3
s26469_COG0088,True,1
s5323_COG0088,True,3
s40511_COG0088,False,0
s2861_COG0088,True,1
s35168_COG0088,True,1
s39293_COG0088,True,2
s35511_COG0088,True,1
s36022_COG0088,True,1
s8197_COG0088,True,1
s32704_COG0088,False,0
s98_COG0088,False,0
s6629_COG0088,True,1
s27596_COG0088,False,0
s38668_COG0088,True,2
s4923_COG0088,True,2
s40563_COG0088,True,3
s17270_COG0088,True,1
s13958_COG0088,True,2
s25453_COG0088,True,2
s7141_COG0088,False,0
s40167_COG0088,True,1
s18957_COG0088,True,3
s34310_COG0088,True,2
s3350_COG0088,True,2
s12057_COG0088,True,4
s28375_COG0088,True,3
s3331_COG0088,True,2
s8321_COG0088,True,1
s39471_COG0088,False,0
s8252_COG0088,True,4
s25311_COG0088,True,1
s466_COG0088,True,2
s27307_COG0088,False,0
s23166_COG0088,True,1
s19418_COG0088,True,1
s10578_COG0088,False,0
s25819_COG0088,True,2
s4958_COG0088,True,3
s21429_COG0088,True,2
s40786_COG0088,True,1
s28842_COG0088,True,2
s38314_COG0088,False,0
s8906_COG0088,True,1
s31950_COG0088,False,0
s16426_COG0088,True,3
s39175_COG0088,True,1
s38763_COG0088,True,1
s9583_COG0088,True,2
s11144_COG0088,True,1
s30756_COG0088,True,1
s18911_COG0088,True,3
s14416_COG0088,True,2
s20980_COG0088,True,2
s16429_COG0088,True,3
s28180_COG0088,True,1
s39024_COG0088,True,3
s19121_COG0088,True,3
s33623_COG0088,True,2
s39277_COG0088,True,3
s6991_COG0088,True,2
s10138_COG0088,True,1
s27003_COG0088,True,2
s3237_COG0088,True,3
s13071_COG0088,True,1
s28801_COG0088,False,0
s32720_COG0088,True,2
s27396_COG0088,True,1
s13929_COG0088,True,1
s11042_COG0088,True,1
s10558_COG0088,True,2
s3000_COG0088,True,1
s15831_COG0088,True,3
s28702_COG0088,True,1
s4633_COG0088,True,3
s34098_COG0088,True,1
s622_COG0088,True,2
s8592_COG0088,False,0
s17233_COG0088,True,3
s30722_COG0088,True,2
s10187_COG0088,False,0
s986_COG0088,True,3
s33571_COG0088,True,3
s31856_COG0088,False,0
s34616_COG0088,True,2
s37465_COG0088,False,0
s3907_COG0088,False,0
s26229_COG0088,False,0
s20929_COG0088,True,3
s35442_COG0088,False,0
s3464_COG0088,True,3
s14050_COG0088,True,1
s38929_COG0088,True,1
s22872_COG0088,True,2
s16811_COG0088,True,2
s947_COG0088,True,1
s31084_COG0088,False,0
s25054_COG0088,True,2
s31178_COG0088,True,2
s38660_COG0088,True,1
s24995_COG0088,False,0
s35928_COG0088,True,2
s12929_COG0088,True,1
s40922_COG0088,True,2
s36326_COG0088,True,1
s37525_COG0088,True,1
s2426_COG0088,True,3
s11268_COG0088,True,4
s18628_COG0088,True,2
s10095_COG0088,True,1
s36303_COG0088,False,0
s34468_COG0088,True,2
s3174_COG0088,True,3
s5373_COG0088,False,0
s21734_COG0088,True,2
s28058_COG0088,True,2
s23397_COG0088,True,2
s24629_COG0088,False,0
s26428_COG0088,True,4
s2052_COG0088,True,1
s9617_COG0088,True,3
s9434_COG0088,False,0
s25203_COG0088,True,2
s11463_COG0088,True,1
s32488_COG0088,False,0
s30939_COG0088,True,1
s38186_COG0088,True,2
s34691_COG0088,True,2
s2245_COG0088,True,1
s9311_COG0088,True,1
s215_COG0088,True,2
s6837_COG0088,True,2
s25391_COG0088,True,2
s18750_COG0088,True,3
s29273_COG0088,True,1
s9819_COG0088,True,2
s5306_COG0088,False,0
s25242_COG0088,False,0
s27810_COG0088,True,2
s37836_COG0088,True,2
s16498_COG0088,False,0
s39317_COG0088,True,2
s25534_COG0088,True,1
s8027_COG0088,True,1
s30493_COG0088,True,2
s32103_COG0088,True,1
s35902_COG0088,True,2
s26694_COG0088,True,1
s7870_COG0088,False,0
s26338_COG0088,True,1
s5197_COG0088,True,4
s20740_COG0088,True,2
s29900_COG0088,True,2
s24180_COG0088,False,0
s451_COG0088,False,0
s24423_COG0088,True,1
s37119_COG0088,False,0
s13894_COG0088,True,1
s7690_COG0088,False,0
s10381_COG0088,True,2
s32590_COG0088,True,3
s21438_COG0088,True,2
s17500_COG0088,True,1
s2581_COG0088,True,2
s20911_COG0088,False,0
s20417_COG0088,True,3
s38576_COG0088,True,2
s40003_COG0088,True,1
s34783_COG0088,False,0
s2136_COG0088,False,0
s29333_COG0088,True,2
s37924_COG0088,True,4
s26697_COG0088,True,3
s3233_COG0088,True,3
s37922_COG0088,False,0
s11572_COG0088,False,0
s14444_COG0088,True,2
s27571_COG0088,True,2
s39631_COG0088,False,0
s1600_COG0088,True,2
s15104_COG0088,True,2
s27849_COG0088,True,1
s23301_COG0088,False,0
s19569_COG0088,True,3
s27637_COG0088,True,6
s4820_COG0088,True,1
s15196_COG0088,True,2
s20390_COG0088,True,3
s17640_COG0088,True,3
s6198_COG0088,True,2
s12625_COG0088,False,0
s37011_COG0088,False,0
s30369_COG0088,True,2
s35688_COG0088,True,2
s34352_COG0088,True,1
s22506_COG0088,True,2
s36056_COG0088,True,1
s23694_COG0088,True,1
s28144_COG0088,True,1
s4527_COG0088,True,1
s22764_COG0088,True,1
s17004_COG0088,True,1
s20909_COG0088,True,1
s33688_COG0088,False,0
s19456_COG0088,True,3
s30958_COG0088,True,2
s7681_COG0088,False,0
s527_COG0088,True,1
s6990_COG0088,True,2
s35901_COG0088,True,2
s40411_COG0088,False,0
s17441_COG0088,True,3
s22395_COG0088,True,2
s2976_COG0088,True,1
s19536_COG0088,True,4
s28164_COG0088,True,1
s39068_COG0088,False,0
s26458_COG0088,True,4
s18122_COG0088,True,3
s20760_COG0088,True,2
s24796_COG0088,True,4
s21781_COG0088,True,2
s5510_COG0088,True,1
s34065_COG0088,False,0
s38941_COG0088,True,1
s33732_COG0088,True,1
s24932_COG0088,True,1
s5550_COG0088,True,1
s1344_COG0088,True,2
s33101_COG0088,True,2
s10849_COG0088,True,3
s6034_COG0088,False,0
s40077_COG0088,False,0
s30225_COG0088,True,1
s15434_COG0088,True,3
s22461_COG0088,True,2
s1669_COG0088,False,0
s27661_COG0088,True,8
s36934_COG0088,True,1
s38808_COG0088,False,0
s27060_COG0088,False,0
s38287_COG0088,True,1
s32033_COG0088,True,2
s18707_COG0088,True,3
s2475_COG0088,True,2
s40277_COG0088,False,0
s31554_COG0088,True,1
s10997_COG0088,True,2
s32571_COG0088,True,1
s33382_COG0088,False,0
s23247_COG0088,True,2
s36706_COG0088,False,0
s26629_COG0088,True,2
s25090_COG0088,True,2
s836_COG0088,True,2
s4024_COG0088,True,3
s158_COG0088,True,2
s30248_COG0088,True,3
s30362_COG0088,False,0
s9381_COG0088,False,0
s1636_COG0088,True,3
s6127_COG0088,True,2
s15982_COG0088,True,3
s28900_COG0088,True,1
s33377_COG0088,False,0
s2966_COG0088,True,2
s5407_COG0088,False,0
s10243_COG0088,True,3
s15094_COG0088,False,0
s21937_COG0088,True,2
s38077_COG0088,True,4
s22353_COG0088,True,2
s22824_COG0088,True,5
s38359_COG0088,True,1
s15542_COG0088,True,3
s32856_COG0088,True,2
s23905_COG0088,False,0
s6147_COG0088,True,2
s32446_COG0088,True,4
s39849_COG0088,False,0
s10494_COG0088,True,3
s32650_COG0088,True,2
s4214_COG0088,False,0
s15058_COG0088,True,2
s22575_COG0088,True,2
s22611_COG0088,True,1
s27888_COG0088,True,2
s21681_COG0088,True,2
s23288_COG0088,True,1
s23568_COG0088,True,2
s26791_COG0088,False,0
s38266_COG0088,False,0
s19170_COG0088,False,0
s23538_COG0088,False,0
s15526_COG0088,True,3
s38559_COG0088,False,0
s9104_COG0088,False,0
s4326_COG0088,True,2
s83_COG0088,True,2
s32249_COG0088,False,0
s34450_COG0088,True,2
s2242_COG0088,False,0
s34696_COG0088,True,2
s26311_COG0088,True,1
s18062_COG0088,True,2
s14972_COG0088,False,0
s27768_COG0088,True,1
s32149_COG0088,False,0
s15323_COG0088,True,1
s2312_COG0088,True,1
s28482_COG0088,True,2
s15712_COG0088,True,3
s34596_COG0088,True,2
s28053_COG0088,False,0
s4160_COG0088,True,2
s31567_COG0088,True,2
s25489_COG0088,True,1
s39344_COG0088,True,2
s13580_COG0088,True,2
s18806_COG0088,True,3
s15543_COG0088,True,3
s8674_COG0088,True,3
s357_COG0088,False,0
s24828_COG0088,True,2
s4343_COG0088,True,2
s38784_COG0088,True,2
s27725_COG0088,True,1
s25342_COG0088,True,2
s27975_COG0088,True,2
s7792_COG0088,True,5
s16076_COG0088,True,2
s21742_COG0088,True,1
s25332_COG0088,True,6
s4287_COG0088,True,2
s39061_COG0088,True,3
s17698_COG0088,True,3
s24295_COG0088,True,1
s21477_COG0088,True,2
s21518_COG0088,True,2
s31155_COG0088,False,0
s8950_COG0088,True,1
s34774_COG0088,True,1
s29079_COG0088,True,1
s433_COG0088,True,3
s33587_COG0088,True,2
s3425_COG0088,True,3
s12898_COG0088,True,1
s327_COG0088,True,3
s3107_COG0088,True,1
s1378_COG0088,False,0
s17237_COG0088,True,3
s9442_COG0088,True,2
s39080_COG0088,True,1
s9975_COG0088,True,3
s29193_COG0088,True,5
s17817_COG0088,True,3
s16207_COG0088,True,3
s24199_COG0088,True,1
s19233_COG0088,True,3
s13778_COG0088,True,2
s40535_COG0088,False,0
s35201_COG0088,True,2
s19146_COG0088,True,1
s34043_COG0088,False,0
s37482_COG0088,False,0
s17946_COG0088,True,3
s29554_COG0088,False,0
s29319_COG0088,False,0
s38075_COG0088,False,0
s39299_COG0088,False,0
s7137_COG0088,True,4
s33747_COG0088,True,2
s10159_COG0088,True,1
s30275_COG0088,True,2
s24019_COG0088,True,2
s33395_COG0088,True,4
s11663_COG0088,True,2
s25816_COG0088,True,1
s18329_COG0088,True,4
s20576_COG0088,True,3
s1287_COG0088,True,2
s20197_COG0088,True,3
s1192_COG0088,True,1
s39133_COG0088,True,1
s28012_COG0088,False,0
s28273_COG0088,True,2
s6845_COG0088,False,0
s15803_COG0088,True,3
s29068_COG0088,True,1
s39197_COG0088,False,0
s25368_COG0088,False,0
s14674_COG0088,True,2
s25397_COG0088,True,2
s12530_COG0088,True,1
s30157_COG0088,True,4
s39064_COG0088,True,1
s37261_COG0088,True,4
s7388_COG0088,False,0
s35040_COG0088,True,2
s25565_COG0088,True,7
s24938_COG0088,True,1
s15496_COG0088,True,3
